"","code_id","type_id","group_id","code_name","group_name","specific_type_id"
"528","92316","CPT","CT0227","Prescription of optical and physical characteristics of contact lens, with medical supervision of adaptation and direction of fitting by independent technician; corneal lens for aphakia, both eyes","Other care - vision - service",""
"529","92317","CPT","CT0227","Prescription of optical and physical characteristics of contact lens, with medical supervision of adaptation and direction of fitting by independent technician; corneoscleral lens","Other care - vision - service",""
"530","92325","CPT","CT0227","Modification of contact lens (separate procedure), with medical supervision of adaptation","Other care - vision - service",""
"531","92326","CPT","CT0227","Replacement of contact lens","Other care - vision - service",""
"532","92340","CPT","CT0227","Fitting of spectacles, except for aphakia; monofocal","Other care - vision - service",""
"533","92341","CPT","CT0227","Fitting of spectacles, except for aphakia; bifocal","Other care - vision - service",""
"534","92342","CPT","CT0227","Fitting of spectacles, except for aphakia; multifocal, other than bifocal","Other care - vision - service",""
"535","92352","CPT","CT0227","Fitting of spectacle prosthesis for aphakia; monofocal","Other care - vision - service",""
"536","92353","CPT","CT0227","Fitting of spectacle prosthesis for aphakia; multifocal","Other care - vision - service",""
"537","92354","CPT","CT0227","Fitting of spectacle mounted low vision aid; single element system","Other care - vision - service",""
"538","92355","CPT","CT0227","Fitting of spectacle mounted low vision aid; telescopic or other compound lens system","Other care - vision - service",""
"539","92558","CPT","XX0000","Evoked otoacoustic emissions, screening (qualitative measurement of distortion product or transient evoked otoacoustic emissions), automated analysis","Ungrouped Codes",""
"540","92618","CPT","XX0000","Evaluation for prescription of non-speech-generating augmentative and alternative communication device, face-to-face with the patient; each additional 30 minutes (List separately in addition to code for primary procedure)","Ungrouped Codes",""
"541","G8524","HCPC","CT99198","patch closure used for patient undergoing conventional cea","PQRI",""
"542","0188T","CPT","XX0000","VIDEOCONF CRIT CARE 74 MIN","Ungrouped Codes",""
"543","0189T","CPT","XX0000","VIDEOCONF CRIT CARE ADDL 30","Ungrouped Codes",""
"544","0203T","CPT","XX0000","UNATTEND SLEEP STUDY W/TIME","Ungrouped Codes",""
"545","0204T","CPT","XX0000","UNATTENDED SLEEP STUDY","Ungrouped Codes",""
"546","0205T","CPT","XX0000","INIRS EACH VESSEL ADD-ON","Ungrouped Codes",""
"547","0206T","CPT","XX0000","REMOTE ALGORITHM ANALYS ECG","Ungrouped Codes",""
"548","0207T","CPT","XX0000","CLEAR EYELID GLAND W/HEAT","Ungrouped Codes",""
"549","1002F","CPT","XX0000","ASSESS ANGINAL SYMPTOM/LEVEL","Ungrouped Codes",""
"550","1050F","CPT","XX0000","HISTORY OF MOLE CHANGES","Ungrouped Codes",""
"551","1055F","CPT","XX0000","VISUAL FUNCT STATUS ASSESS","Ungrouped Codes",""
"552","2019F","CPT","XX0000","DILATED MACUL EXAM DONE","Ungrouped Codes",""
"553","2020F","CPT","CT0256","DILATED FUNDUS EVAL DONE","Eye Exam",""
"554","2021F","CPT","CT0256","DILAT MACUL+ EXAM DONE","Eye Exam",""
"555","2027F","CPT","XX0000","OPTIC NERVE HEAD EVAL DONE","Ungrouped Codes",""
"556","2029F","CPT","XX0000","COMPLETE PHYS SKIN EXAM DONE","Ungrouped Codes",""
"557","3044F","CPT","XX0000","HG A1C LEVEL LT 7.0%","Ungrouped Codes",""
"558","3045F","CPT","XX0000","HG A1C LEVEL 7.0 9.0%","Ungrouped Codes",""
"559","3073F","CPT","XX0000","PRE-SURG EYE MEASURES DOCD","Ungrouped Codes",""
"560","3074F","CPT","XX0000","SYST BP LT 130 MM HG","Ungrouped Codes",""
"561","3075F","CPT","XX0000","SYST BP GE 130 - 139MM HG","Ungrouped Codes",""
"562","3095F","CPT","XX0000","CENTRAL DEXA RESULTS DOCD","Ungrouped Codes",""
"563","3096F","CPT","XX0000","CENTRAL DEXA ORDERED","Ungrouped Codes",""
"564","4000F","CPT","CT99310","TOBACCO USE TXMNT COUNSELING","Preventive Medicine, Counseling, Coordination",""
"565","4001F","CPT","CT99310","TOBACCO USE TXMNT, PHARMACOL","Preventive Medicine, Counseling, Coordination",""
"566","4002F","CPT","XX0000","STATIN THERAPY, RX","Ungrouped Codes",""
"567","4005F","CPT","XX0000","PHARM THX FOR OP RXD","Ungrouped Codes",""
"568","4006F","CPT","XX0000","BETA-BLOCKER THERAPY RX","Ungrouped Codes",""
"569","4011F","CPT","XX0000","ORAL ANTIPLATELET THERAPY RX","Ungrouped Codes",""
"570","4019F","CPT","XX0000","DOC RECPT COUNSL VIT D/CALC+","Ungrouped Codes",""
"571","5005F","CPT","XX0000","PT COUNSLD ON EXAM FOR MOLES","Ungrouped Codes",""
"572","5010F","CPT","XX0000","MACUL+ FNDNGS TO DR MNG DM","Ungrouped Codes",""
"573","5015F","CPT","XX0000","DOC FX & TEST/TXMNT FOR OP","Ungrouped Codes",""
"574","59425","CPT","CT1405","Antepartum care only; 4-6 visits","Procedure - pre -  / post - partum care",""
"575","59426","CPT","CT1405","Antepartum care only; 7 or more visits","Procedure - pre -  / post - partum care",""
"576","59430","CPT","CT1405","Postpartum care only (separate procedure)","Procedure - pre -  / post - partum care",""
"577","90901","CPT","CT2308","Biofeedback training by any modality","Therapy - biofeedback",""
"578","90911","CPT","CT2308","Biofeedback training, perineal muscles, anorectal or urethral sphincter, including EMG and/or manometry","Therapy - biofeedback",""
"579","92502","CPT","CT0380","Otolaryngologic examination under general anesthesia","Tests - ent - other dx",""
"580","92504","CPT","CT0380","Binocular microscopy (separate diagnostic procedure)","Tests - ent - other dx",""
"581","92506","CPT","CT0349","Evaluation of speech, language, voice, communication, and/or auditory processing","Therapy - speech therapy",""
"582","92507","CPT","CT0349","Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual","Therapy - speech therapy",""
"583","92508","CPT","CT0349","Treatment of speech, language, voice, communication, and/or auditory processing disorder; group, 2 or more individuals","Therapy - speech therapy",""
"584","92531","CPT","CT0370","Spontaneous nystagmus, including gaze","Tests - ent - vestibular function tests",""
"585","92532","CPT","CT0370","Positional nystagmus test","Tests - ent - vestibular function tests",""
"586","92533","CPT","CT0370","Caloric vestibular test, each irrigation (binaural, bithermal stimulation constitutes four tests)","Tests - ent - vestibular function tests",""
"587","92534","CPT","CT0370","Optokinetic nystagmus test","Tests - ent - vestibular function tests",""
"588","92630","CPT","CT0350","Auditory rehabilitation; prelingual hearing loss","Therapy - hearing",""
"589","92633","CPT","CT0350","Auditory rehabilitation; postlingual hearing loss","Therapy - hearing",""
"590","93660","CPT","CT05249","Evaluation of cardiovascular function with tilt table evaluation, with continuous ECG monitoring and intermittent blood pressure monitoring, with or without pharmacological intervention","Tests - cardiac - electrophysiology - tilt table evaluation",""
"591","93662","CPT","CT05250","Intracardiac echocardiography during therapeutic/diagnostic intervention, including imaging supervision and interpretation (List separately in addition to code for primary procedure)","Tests - cardiac - electrophysiology - other",""
"592","93668","CPT","CT2304","Peripheral arterial disease (PAD) rehabilitation, per session","Therapy - pt - exercises / activities",""
"593","93797","CPT","CT99310","Physician services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session)","Preventive Medicine, Counseling, Coordination",""
"594","93798","CPT","CT99310","Physician services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session)","Preventive Medicine, Counseling, Coordination",""
"595","94610","CPT","CT0421","Intrapulmonary surfactant administration by a physician through endotracheal tube","Procedure - respiratory - other non - or rx",""
"596","94644","CPT","CT0443","Continuous inhalation treatment with aerosol medication for acute airway obstruction; first hour","Other care - respiratory - other",""
"597","95120","CPT","CT2301","Professional services for allergen immunotherapy in prescribing physicians office or institution, including provision of allergenic extract; single injection","Therapy - allergy treatment",""
"598","95125","CPT","CT2301","Professional services for allergen immunotherapy in prescribing physicians office or institution, including provision of allergenic extract; two or more injections","Therapy - allergy treatment",""
"599","95130","CPT","CT2301","Professional services for allergen immunotherapy in prescribing physicians office or institution, including provision of allergenic extract; single stinging insect venom","Therapy - allergy treatment",""
"600","95131","CPT","CT2301","Professional services for allergen immunotherapy in prescribing physicians office or institution, including provision of allergenic extract; two stinging insect venoms","Therapy - allergy treatment",""
"601","95132","CPT","CT2301","Professional services for allergen immunotherapy in prescribing physicians office or institution, including provision of allergenic extract; three stinging insect venoms","Therapy - allergy treatment",""
"602","95133","CPT","CT2301","Professional services for allergen immunotherapy in prescribing physicians office or institution, including provision of allergenic extract; four stinging insect venoms","Therapy - allergy treatment",""
"603","95134","CPT","CT2301","Professional services for allergen immunotherapy in prescribing physicians office or institution, including provision of allergenic extract; five stinging insect venoms","Therapy - allergy treatment",""
"604","95144","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy, single dose vial(s) (specify number of vials)","Therapy - allergy treatment",""
"605","95145","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy (specify number of doses); single stinging insect venom","Therapy - allergy treatment",""
"606","95146","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy (specify number of doses); two single stinging insect venoms","Therapy - allergy treatment",""
"607","95147","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy (specify number of doses); three single stinging insect venoms","Therapy - allergy treatment",""
"608","95148","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy (specify number of doses); four single stinging insect venoms","Therapy - allergy treatment",""
"609","95149","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy (specify number of doses); five single stinging insect venoms","Therapy - allergy treatment",""
"610","95165","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy; single or multiple antigens (specify number of doses)","Therapy - allergy treatment",""
"611","95170","CPT","CT2301","Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy; whole body extract of biting insect or other arthropod (specify number of doses)","Therapy - allergy treatment",""
"612","95180","CPT","CT2301","Rapid desensitization procedure, each hour (eg, insulin, penicillin, equine serum)","Therapy - allergy treatment",""
"613","95831","CPT","CT0161","Muscle testing, manual (separate procedure) with report; extremity (excluding hand) or trunk","Tests - neuro - muscle testing",""
"614","95832","CPT","CT0161","Muscle testing, manual (separate procedure) with report; hand, with or without comparison with normal side","Tests - neuro - muscle testing",""
"615","95833","CPT","CT0161","Muscle testing, manual (separate procedure) with report; total evaluation of body, excluding hands","Tests - neuro - muscle testing",""
"616","95834","CPT","CT0161","Muscle testing, manual (separate procedure) with report; total evaluation of body, including hands","Tests - neuro - muscle testing",""
"617","95851","CPT","CT0161","Range of motion measurements and report (separate procedure); each extremity (excluding hand) or each trunk section (spine)","Tests - neuro - muscle testing",""
"618","95852","CPT","CT0161","Range of motion measurements and report (separate procedure); hand, with or without comparison with normal side","Tests - neuro - muscle testing",""
"619","95857","CPT","CT0161","Tensilon test for myasthenia gravis","Tests - neuro - muscle testing",""
"620","95992","CPT","CT0312","Canalith repositioning procedure(s) (eg, Epley maneuver, Semont maneuver), per day","Procedure - other rx ear - other",""
"621","96105","CPT","CT0164","Assessment of aphasia (includes assessment of expressive and receptive speech and language function, language comprehension, speech production ability, reading, spelling, writing, eg, by Boston Diagnostic Aphasia Examination) with interpretation and ","Tests - neuro - cognitive testing",""
"622","96110","CPT","CT0164","Developmental testing; limited (eg, Developmental Screening Test II, Early Language Milestone Screen), with interpretation and report","Tests - neuro - cognitive testing",""
"623","96111","CPT","CT0164","Developmental testing; extended (includes assessment of motor, language, social, adaptive and/or cognitive functioning by standardized developmental instruments) with interpretation and report","Tests - neuro - cognitive testing",""
"624","96150","CPT","CT1901","Health and behavior assessment (eg, health-focused clinical interview, behavioral observations, psychophysiological monitoring, health-oriented questionnaires), each 15 minutes face-to-face with the patient; initial assessment","Therapy - behavior - evaluation and therapy",""
"625","96151","CPT","CT1901","Health and behavior assessment (eg, health-focused clinical interview, behavioral observations, psychophysiological monitoring, health-oriented questionnaires), each 15 minutes face-to-face with the patient; re-assessment","Therapy - behavior - evaluation and therapy",""
"626","96152","CPT","CT1901","Health and behavior intervention, each 15 minutes, face-to-face; individual","Therapy - behavior - evaluation and therapy",""
"627","96153","CPT","CT1901","Health and behavior intervention, each 15 minutes, face-to-face; group (2 or more patients)","Therapy - behavior - evaluation and therapy",""
"628","96154","CPT","CT1901","Health and behavior intervention, each 15 minutes, face-to-face; family (with the patient present)","Therapy - behavior - evaluation and therapy",""
"629","96155","CPT","CT1901","Health and behavior intervention, each 15 minutes, face-to-face; family (without the patient present)","Therapy - behavior - evaluation and therapy",""
"630","96904","CPT","CT0991","Whole body integumentary photography, for monitoring of high risk patients with dysplastic nevus syndrome or a history of dysplastic nevi, or patients with a personal or familial history of melanoma","Tests - skin",""
"631","97001","CPT","CT23306","Physical therapy evaluation","Physical Therapy - Rehab",""
"632","97002","CPT","CT23306","Physical therapy re-evaluation","Physical Therapy - Rehab",""
"633","97003","CPT","CT23306","Occupational therapy evaluation","Physical Therapy - Rehab",""
"634","97004","CPT","CT23306","Occupational therapy re-evaluation","Physical Therapy - Rehab",""
"635","97005","CPT","CT23306","Athletic training evaluation","Physical Therapy - Rehab",""
"636","97006","CPT","CT23306","Athletic training re-evaluation","Physical Therapy - Rehab",""
"637","97750","CPT","CT23306","Physical performance test or measurement (eg, musculoskeletal, functional capacity), with written report, each 15 minutes","Physical Therapy - Rehab",""
"638","97755","CPT","CT23306","Assistive technology assessment (eg, to restore, augment or compensate for existing function, optimize functional tasks and/or maximize environmental accessibility), direct one-on-one contact by provider, with written report, each 15 minutes","Physical Therapy - Rehab",""
"639","97760","CPT","CT9931","Orthotic(s) management and training (including assessment and fitting when not otherwise reported), upper extremity(s), lower extremity(s) and/or trunk, each 15 minutes","Therapy - rehabilitation - other",""
"640","97761","CPT","CT9931","Prosthetic training, upper and/or lower extremity(s), each 15 minutes","Therapy - rehabilitation - other",""
"641","97762","CPT","CT0850","Checkout for orthotic/prosthetic use, established patient, each 15 minutes","Therapy - pt - evaluation",""
"642","98966","CPT","CT99310","HC PRO PHONE CALL 5-10 MIN","Preventive Medicine, Counseling, Coordination",""
"643","98967","CPT","CT99310","HC PRO PHONE CALL 11-20 MIN","Preventive Medicine, Counseling, Coordination",""
"644","98968","CPT","CT99310","HC PRO PHONE CALL 21-30 MIN","Preventive Medicine, Counseling, Coordination",""
"645","98969","CPT","CT99310","ONLINE SERVICE BY HC PRO","Preventive Medicine, Counseling, Coordination",""
"646","99091","CPT","CT9908","Collection and interpretation of physiologic data (eg, ECG, blood pressure, glucose monitoring) digitally stored and/or transmitted by the patient and/or caregiver to the physician or other qualified health care professional, requiring a minimum of 3","E & M - other",""
"647","99363","CPT","CT16289","Anticoagulant management for an outpatient taking warfarin, physician review and interpretation of International Normalized Ratio (INR) testing, patient instructions, dosage adjustment (as needed), and ordering of additional tests; initial 90 days of","Anticoagulant Management",""
"648","99364","CPT","CT16289","Anticoagulant management for an outpatient taking warfarin, physician review and interpretation of International Normalized Ratio (INR) testing, patient instructions, dosage adjustment (as needed), and ordering of additional tests; each subsequent 90","Anticoagulant Management",""
"649","99368","CPT","CT99310","TEAM CONF W/O PAT BY HC PRO","Preventive Medicine, Counseling, Coordination",""
"650","99406","CPT","CT99310","Smoking and tobacco use cessation counseling visit; intermediate, greater than 3 minutes up to 10 minutes","Preventive Medicine, Counseling, Coordination",""
"651","99407","CPT","CT99310","Smoking and tobacco use cessation counseling visit; intensive, greater than 10 minutes","Preventive Medicine, Counseling, Coordination",""
"652","99408","CPT","CT99310","Alcohol and/or substance (other than tobacco) abuse structured screening (eg, AUDIT, DAST), and brief intervention (SBI) services; 15 to 30 minutes","Preventive Medicine, Counseling, Coordination",""
"653","99409","CPT","CT99310","Alcohol and/or substance (other than tobacco) abuse structured screening (eg, AUDIT, DAST), and brief intervention (SBI) services; greater than 30 minutes","Preventive Medicine, Counseling, Coordination",""
"654","99441","CPT","CT99310","PHONE E/M BY PHYS 5-10 MIN","Preventive Medicine, Counseling, Coordination",""
"655","99442","CPT","CT99310","Telephone evaluation and management service provided by a physician to an established patient, parent, or guardian not originating from a related E/M service provided within the previous 7 days nor leading to an E/M service or procedure within the ne","Preventive Medicine, Counseling, Coordination",""
"656","99443","CPT","CT99310","Telephone evaluation and management service provided by a physician to an established patient, parent, or guardian not originating from a related E/M service provided within the previous 7 days nor leading to an E/M service or procedure within the ne","Preventive Medicine, Counseling, Coordination",""
"657","99444","CPT","CT99310","ONLINE E/M BY PHYS","Preventive Medicine, Counseling, Coordination",""
"658","99477","CPT","CT9903","INIT DAY HOSP NEONATE CARE","E & M - hospital",""
"659","99486","CPT","CT9908","Supervision by a control physician of interfacility transport care of the critically ill or critically injured pediatric patient, 24 months of age or younger, includes two-way communication with transport team before transport, at the referring facil","E & M - other",""
"660","99487","CPT","CT9908","Complex chronic care coordination services; first hour of clinical staff time directed by a physician or other qualified health care professional with no face-to-face visit, per calendar month","E & M - other",""
"661","99488","CPT","CT9908","Complex chronic care coordination services; first hour of clinical staff time directed by a physician or other qualified health care professional with one face-to-face visit, per calendar month","E & M - other",""
"662","99489","CPT","CT9908","Complex chronic care coordination services; each additional 30 minutes of clinical staff time directed by a physician or other qualified health care professional, per calendar month (List separately in addition to code for primary procedure)","E & M - other",""
"663","99495","CPT","XX0000","Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of at least moderate compl","Ungrouped Codes",""
"664","99496","CPT","XX0000","Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of high complexity during ","Ungrouped Codes",""
"665","99500","CPT","CT1432","Home visit for prenatal monitoring and assessment to include fetal heart rate, non-stress test, uterine monitoring, and gestational diabetes monitoring","Other care - ob / maternity - home visit - assessment",""
"666","99501","CPT","CT1432","Home visit for postnatal assessment and follow-up care","Other care - ob / maternity - home visit - assessment",""
"667","99502","CPT","CT1432","Home visit for newborn care and assessment","Other care - ob / maternity - home visit - assessment",""
"668","99503","CPT","CT0429","Home visit for respiratory therapy care (eg, bronchodilator, oxygen therapy, respiratory assessment, apnea evaluation)","Other care - respiratory therapy",""
"669","99504","CPT","CT0433","Home visit for mechanical ventilation care","Other care - respiratory - ventillator management",""
"670","99505","CPT","CT2324","Home visit for stoma care and maintenance including colostomy and cystostomy","Other care - ostomy - nursing care",""
"671","99506","CPT","CT1638","Home visit for intramuscular injections","Rx - administration - injection",""
"672","99507","CPT","CT9964","Home visit for care and maintenance of catheter(s) (eg, urinary, drainage, and enteral)","Other care - home care - specialized visit",""
"673","99509","CPT","CT9964","Home visit for assistance with activities of daily living and personal care","Other care - home care - specialized visit",""
"674","99510","CPT","CT9964","Home visit for individual, family, or marriage counseling","Other care - home care - specialized visit",""
"675","99511","CPT","CT9964","Home visit for fecal impaction management and enema administration","Other care - home care - specialized visit",""
"676","99512","CPT","CT1142","Home visit for hemodialysis","Therapy - dialysis - home",""
"677","99605","CPT","XX0000","MTMS BY PHARM, NP, 15 MIN","Ungrouped Codes",""
"678","99606","CPT","XX0000","MTMS BY PHARM, EST, 15 MIN","Ungrouped Codes",""
"679","99607","CPT","CT9908","Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, with assessment and intervention if provided; each additional 15 minutes (List separately in addition to code for primary service)","E & M - other",""
"680","C9801","HCPC","XX0000","Smoking and tobacco cessation counseling visit for the asymptomatic patient; intermediate, greater than 3 minutes, up to 10 minutes","Ungrouped Codes",""
"681","C9802","HCPC","XX0000","Smoking and tobacco cessation counseling visit for the asymptomatic patient; intensive, greater than 10 minutes","Ungrouped Codes",""
"682","G0270","HCPC","CT1036","medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to f","Other care - nutrition - assessment",""
"683","G0271","HCPC","CT1036","medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more ind","Other care - nutrition - assessment",""
"684","G0337","HCPC","CT9986","hospice evaluation and counseling services, pre-election","Other care - hospice",""
"685","G0372","HCPC","CT9965","physician service required to establish and document the need for a power mobility device","Other care - home care - physician supervision",""
"686","G0390","HCPC","CT9903","trauma response team associated with hospital critical care service","E & M - hospital",""
"687","G0396","HCPC","CT2001","alcohol and/or substance (other than tobacco) abuse structured assessment (e.g., audit, dast), and brief intervention 15 to 30 minutes","Therapy - behavior - alcohol . /  drug abuse",""
"688","G0397","HCPC","CT2001","alcohol and/or substance (other than tobacco) abuse structured assessment (e.g., audit, dast), and intervention, greater than 30 minutes","Therapy - behavior - alcohol . /  drug abuse",""
"689","G0409","HCPC","CT9931","social work and psychological services, directly relating to and/or furthering the patient's rehabilitation goals, each 15 minutes, face-to-face; individual (services provided by a corf-qualified social worker or psychologist in a corf)","Therapy - rehabilitation - other",""
"690","G0422","HCPC","CT99310","Intens cardiac rehab w/exerc","Preventive Medicine, Counseling, Coordination",""
"691","G0423","HCPC","CT99310","INTENS CARDIAC REHAB NO EXER","Preventive Medicine, Counseling, Coordination",""
"692","G0424","HCPC","CT99310","Pulmonary rehab w exer","Preventive Medicine, Counseling, Coordination",""
"693","G0438","HCPC","XX0000","PPPS, INITIAL VISIT","Ungrouped Codes",""
"694","G0439","HCPC","XX0000","PPPS, SUBSEQ VISIT","Ungrouped Codes",""
"695","G0451","HCPC","XX0000","DEVELOPMENT TEST INTERP & REP","Ungrouped Codes",""
"696","G0908","HCPC","XX0000","Most recent hemoglobin (HgB) level > 12.0 g/dl","Ungrouped Codes",""
"697","G0909","HCPC","XX0000","Hemoglobin level measurement not documented, reason not otherwise specified","Ungrouped Codes",""
"698","G0910","HCPC","XX0000","Most recent hemoglobin level <= 12.0 g/dl","Ungrouped Codes",""
"699","G0911","HCPC","XX0000","Assessed level of activity and symptoms","Ungrouped Codes",""
"700","G0912","HCPC","XX0000","Level of activity and symptoms not assessed","Ungrouped Codes",""
"701","G0913","HCPC","XX0000","Improvement in visual function achieved within 90 days following cataract surgery","Ungrouped Codes",""
"702","G0914","HCPC","XX0000","Patient care survey was not completed by patient","Ungrouped Codes",""
"703","G0915","HCPC","XX0000","Improvement in visual function not achieved within 90 days following cataract surgery","Ungrouped Codes",""
"704","G0916","HCPC","XX0000","Satisfaction with care achieved within 90 days following cataract surgery","Ungrouped Codes",""
"705","G0917","HCPC","XX0000","Patient satisfaction survey was not completed by patient","Ungrouped Codes",""
"706","G0918","HCPC","XX0000","Satisfaction with care not achieved within 90 days following cataract surgery","Ungrouped Codes",""
"707","G0919","HCPC","XX0000","Influenza immunization ordered or recommended (to be given at alternate location or alternate provider); vaccine not available at time of visit","Ungrouped Codes",""
"708","G0920","HCPC","XX0000","ype, anatomic location, and activity all documented","Ungrouped Codes",""
"709","G0921","HCPC","XX0000","Documentation of patient reason(s) for not being able to assess","Ungrouped Codes",""
"710","G0922","HCPC","XX0000","No documentation of disease type, anatomic location, and activity, reason not otherwise specified","Ungrouped Codes",""
"711","G8006","HCPC","XX0000","Acute myocardial infarction: patient documented to have received aspirin at arrival","Ungrouped Codes",""
"712","G8007","HCPC","XX0000","Acute myocardial infarction: patient not documented to have received aspirin at arrival","Ungrouped Codes",""
"713","G8008","HCPC","XX0000","Clinician documented that acute myocardial infarction patient was not an eligible candidate to receive aspirin at arrival measure","Ungrouped Codes",""
"714","G8009","HCPC","XX0000","Acute myocardial infarction: patient documented to have received beta-blocker at arrival","Ungrouped Codes",""
"715","G8010","HCPC","XX0000","Acute myocardial infarction: patient not documented to have received beta-blocker at arrival","Ungrouped Codes",""
"716","G8011","HCPC","XX0000","Clinician documented that acute myocardial infarction patient was not an eligible candidate for beta-blocker at arrival measure","Ungrouped Codes",""
"717","G8012","HCPC","XX0000","Pneumonia: patient documented to have received antibiotic within 4 hours of presentation","Ungrouped Codes",""
"718","G8013","HCPC","XX0000","Pneumonia: patient not documented to have received antibiotic within 4 hours of presentation","Ungrouped Codes",""
"719","G8014","HCPC","XX0000","Clinician documented that pneumonia patient was not an eligible candidate for antibiotic within 4 hours of presentation measure","Ungrouped Codes",""
"720","G8015","HCPC","XX0000","Diabetic patient with most recent hemoglobin A1c level (within the last 6 months) documented as greater than 9%","Ungrouped Codes",""
"721","G8016","HCPC","XX0000","Diabetic patient with most recent hemoglobin A1c level (within the last 6 months) documented as less than or equal to 9%","Ungrouped Codes",""
"722","G8017","HCPC","XX0000","Clinician documented that diabetic patient was not eligible candidate for hemoglobin A1c measure","Ungrouped Codes",""
"723","G8018","HCPC","XX0000","Clinician has not provided care for the diabetic patient for the required time for hemoglobin A1c measure (6 months)","Ungrouped Codes",""
"724","G8019","HCPC","XX0000","Diabetic patient with most recent low-density lipoprotein (within the last 12 months) documented as greater than or equal to 100 mg/dl","Ungrouped Codes",""
"725","G8020","HCPC","XX0000","Diabetic patient with most recent low-density lipoprotein (within the last 12 months) documented as less than 100 mg/dl","Ungrouped Codes",""
"726","G8021","HCPC","XX0000","Clinician documented that diabetic patient was not eligible candidate for low-density lipoprotein measure","Ungrouped Codes",""
"727","G8022","HCPC","XX0000","Clinician has not provided care for the diabetic patient for the required time for low-density lipoprotein measure (12 months)","Ungrouped Codes",""
"728","G8023","HCPC","XX0000","Diabetic patient with most recent blood pressure (within the last 6 months) documented as equal to or greater than 140 systolic or equal to or greater than 80 mm Hg diastolic","Ungrouped Codes",""
"729","G8024","HCPC","XX0000","Diabetic patient with most recent blood pressure (within the last 6 months) documented as less than 140 systolic and less than 80 diastolic","Ungrouped Codes",""
"730","G8025","HCPC","XX0000","Clinician documented that the diabetic patient was not eligible candidate for blood pressure measure","Ungrouped Codes",""
"731","G8026","HCPC","XX0000","Clinician has not provided care for the diabetic patient for the required time for blood pressure measure (within the last 6 months)","Ungrouped Codes",""
"732","G8027","HCPC","XX0000","Heart failure patient with left ventricular systolic dysfunction (LVSD) documented to be on either angiotensin-converting enzyme-inhibitor or angiotensin-receptor blocker (ACE-1 or ARB) therapy","Ungrouped Codes",""
"733","G8028","HCPC","XX0000","Heart failure patient with left ventricular systolic dysfunction (LVSD) not documented to be on either angiotensin-converting enzyme-inhibitor or angiotensin-receptor blocker (ACE-1 or ARB) therapy","Ungrouped Codes",""
"734","G8029","HCPC","XX0000","Clinician documented that heart failure patient was not an eligible candidate for either angiotensin-converting enzyme-inhibitor or angiotensin-receptor blocker (ACE-1 or ARB) therapy measure","Ungrouped Codes",""
"735","G8030","HCPC","XX0000","Heart failure patient with left ventricular systolic dysfunction (LVSD) documented to be on beta-blocker therapy","Ungrouped Codes",""
"736","G8031","HCPC","XX0000","Heart failure patient with left ventricular systolic dysfunction (LVSD) not documented to be on beta-blocker therapy","Ungrouped Codes",""
"737","G8032","HCPC","XX0000","Clinician documented that heart failure patient was not eligible candidate for beta-blocker therapy measure","Ungrouped Codes",""
"738","G8033","HCPC","XX0000"," Prior myocardial infarction, coronary artery disease patient documented to be on beta-blocker therapy","Ungrouped Codes",""
"739","G8034","HCPC","XX0000"," Prior myocardial infarction, coronary artery disease patient not documented to be on beta-blocker therapy","Ungrouped Codes",""
"740","G8035","HCPC","XX0000"," Clinician documented that prior myocardial infarction, coronary artery disease patient was not eligible candidate for beta-blocker therapy measure","Ungrouped Codes",""
"741","G8036","HCPC","XX0000","Coronary artery disease patient documented to be on antiplatelet therapy","Ungrouped Codes",""
"742","G8037","HCPC","XX0000","Coronary artery disease patient not documented to be on antiplatelet therapy","Ungrouped Codes",""
"743","G8038","HCPC","XX0000","Clinician documented that coronary artery disease patient was not eligible candidate for antiplatelet therapy measure","Ungrouped Codes",""
"744","G8039","HCPC","XX0000","Coronary artery disease patient with low-density lipoprotein documented to be greater than 100 mg/dl","Ungrouped Codes",""
"745","G8040","HCPC","XX0000","Coronary artery disease patient with low-density lipoprotein documented to be less than or equal to 100 mg/dl","Ungrouped Codes",""
